Portfolio Name;Ticker;Weight;Date
HIGHVOLATILITYDECILE;CAR US Equity;0.009760569200528512;2000-01-31
HIGHVOLATILITYDECILE;IKN US Equity;0.009803536790185918;2000-01-31
HIGHVOLATILITYDECILE;OCR US Equity;0.009815101509178336;2000-01-31
HIGHVOLATILITYDECILE;HDD US Equity;0.009834539581008132;2000-01-31
HIGHVOLATILITYDECILE;RTN/B US Equity;0.009836860346208775;2000-01-31
HIGHVOLATILITYDECILE;NOVL US Equity;0.009889223173861358;2000-01-31
HIGHVOLATILITYDECILE;ETFC US Equity;0.009895568452268404;2000-01-31
HIGHVOLATILITYDECILE;STCN US Equity;0.00989942985237643;2000-01-31
HIGHVOLATILITYDECILE;REVRQ US Equity;0.00990442779707651;2000-01-31
HIGHVOLATILITYDECILE;1918732D US Equity;0.009921077242688843;2000-01-31
HIGHVOLATILITYDECILE;EBAY US Equity;0.009946361318402732;2000-01-31
HIGHVOLATILITYDECILE;GTLSQ US Equity;0.009970018102728975;2000-01-31
HIGHVOLATILITYDECILE;QCOM US Equity;0.010009903122782889;2000-01-31
HIGHVOLATILITYDECILE;MWW US Equity;0.010036546265621487;2000-01-31
HIGHVOLATILITYDECILE;44639Q US Equity;0.01016871742320804;2000-01-31
HIGHVOLATILITYDECILE;BEAS US Equity;0.010169159961244185;2000-01-31
HIGHVOLATILITYDECILE;1981718D US Equity;0.010170020698220938;2000-01-31
HIGHVOLATILITYDECILE;2482718Q US Equity;0.010176989891863716;2000-01-31
HIGHVOLATILITYDECILE;NTAP US Equity;0.010216293342469924;2000-01-31
HIGHVOLATILITYDECILE;STEI US Equity;0.01022818996817637;2000-01-31
HIGHVOLATILITYDECILE;CYCL US Equity;0.01023129709245598;2000-01-31
HIGHVOLATILITYDECILE;IMNX US Equity;0.010242905678655233;2000-01-31
HIGHVOLATILITYDECILE;USWB US Equity;0.010266525352520657;2000-01-31
HIGHVOLATILITYDECILE;3549162Q US Equity;0.010278587892973944;2000-01-31
HIGHVOLATILITYDECILE;QTRN US Equity;0.01030534544992798;2000-01-31
HIGHVOLATILITYDECILE;AMZN US Equity;0.010320873097018051;2000-01-31
HIGHVOLATILITYDECILE;55148Q US Equity;0.010339371975026764;2000-01-31
HIGHVOLATILITYDECILE;INTU US Equity;0.010385177469905582;2000-01-31
HIGHVOLATILITYDECILE;DCLK US Equity;0.010390398507664498;2000-01-31
HIGHVOLATILITYDECILE;MRCHQ US Equity;0.01039720442485103;2000-01-31
HIGHVOLATILITYDECILE;EXDSQ US Equity;0.010397278783293563;2000-01-31
HIGHVOLATILITYDECILE;0838256D US Equity;0.01040423519524996;2000-01-31
HIGHVOLATILITYDECILE;VIGN US Equity;0.010434044204076046;2000-01-31
HIGHVOLATILITYDECILE;1939524D US Equity;0.010554679633858886;2000-01-31
HIGHVOLATILITYDECILE;975273Q US Equity;0.01058287333381764;2000-01-31
HIGHVOLATILITYDECILE;RTHMQ US Equity;0.010590875351277888;2000-01-31
HIGHVOLATILITYDECILE;CIEN US Equity;0.010637816564570758;2000-01-31
HIGHVOLATILITYDECILE;VRSN US Equity;0.010687729627371731;2000-01-31
HIGHVOLATILITYDECILE;TMCS US Equity;0.010740527563570577;2000-01-31
HIGHVOLATILITYDECILE;575887Q US Equity;0.010745037079131207;2000-01-31
HIGHVOLATILITYDECILE;RNWK US Equity;0.010812926979321734;2000-01-31
HIGHVOLATILITYDECILE;SAPE US Equity;0.010870606244478984;2000-01-31
HIGHVOLATILITYDECILE;NPNTQ US Equity;0.010988183396125518;2000-01-31
HIGHVOLATILITYDECILE;1260972D US Equity;0.011046540928593031;2000-01-31
HIGHVOLATILITYDECILE;AVTA US Equity;0.011137503386079394;2000-01-31
HIGHVOLATILITYDECILE;1659225D US Equity;0.011290717809836346;2000-01-31
HIGHVOLATILITYDECILE;EXTR US Equity;0.011385915787950696;2000-01-31
HIGHVOLATILITYDECILE;SDLI US Equity;0.011432479533549759;2000-01-31
HIGHVOLATILITYDECILE;ETYSQ US Equity;0.011597227243615022;2000-01-31
HIGHVOLATILITYDECILE;289416Q US Equity;0.011767255573241523;2000-01-31
HIGHVOLATILITYDECILE;SGGHU US Equity;0.011858382431266391;2000-01-31
HIGHVOLATILITYDECILE;MRBA US Equity;0.011898684575684012;2000-01-31
HIGHVOLATILITYDECILE;CPTH US Equity;0.011945347175077342;2000-01-31
HIGHVOLATILITYDECILE;LDIG US Equity;0.012001192604638023;2000-01-31
HIGHVOLATILITYDECILE;CCLG US Equity;0.01201687139096631;2000-01-31
HIGHVOLATILITYDECILE;0623818D US Equity;0.012111986188315379;2000-01-31
HIGHVOLATILITYDECILE;ITWO US Equity;0.01216317724400977;2000-01-31
HIGHVOLATILITYDECILE;96911Q US Equity;0.012472972265842461;2000-01-31
HIGHVOLATILITYDECILE;540513Q US Equity;0.013032327310130208;2000-01-31
HIGHVOLATILITYDECILE;RADCQ US Equity;0.014317836245303386;2000-01-31
HIGHVOLATILITYDECILE;3550Q US Equity;0.016543435651175296;2000-01-31
HIGHVOLATILITYDECILE;208979Q US Equity;0.01678265637721882;2000-01-31
HIGHVOLATILITYDECILE;PRGY US Equity;0.009108772696407155;2000-02-29
HIGHVOLATILITYDECILE;3029830Q US Equity;0.009129173858186884;2000-02-29
HIGHVOLATILITYDECILE;TWTC US Equity;0.009146935292847488;2000-02-29
HIGHVOLATILITYDECILE;ATHMQ US Equity;0.009160583226254796;2000-02-29
HIGHVOLATILITYDECILE;TGNTQ US Equity;0.009166408688144705;2000-02-29
HIGHVOLATILITYDECILE;HDD US Equity;0.009194209633489542;2000-02-29
HIGHVOLATILITYDECILE;ARW US Equity;0.009207828268877245;2000-02-29
HIGHVOLATILITYDECILE;CTXS US Equity;0.009262329766579017;2000-02-29
HIGHVOLATILITYDECILE;338846Q US Equity;0.009264706062368977;2000-02-29
HIGHVOLATILITYDECILE;RFMD US Equity;0.009276439569985787;2000-02-29
HIGHVOLATILITYDECILE;1883851D US Equity;0.009295629141292679;2000-02-29
HIGHVOLATILITYDECILE;VIAV US Equity;0.009352580717905849;2000-02-29
HIGHVOLATILITYDECILE;UIS US Equity;0.009363110723232709;2000-02-29
HIGHVOLATILITYDECILE;ELNK US Equity;0.009395455757406204;2000-02-29
HIGHVOLATILITYDECILE;ICOS US Equity;0.009427013694025292;2000-02-29
HIGHVOLATILITYDECILE;NPNTQ US Equity;0.009440088109323022;2000-02-29
HIGHVOLATILITYDECILE;1280712D US Equity;0.00945068233827484;2000-02-29
HIGHVOLATILITYDECILE;3549162Q US Equity;0.009455649531655215;2000-02-29
HIGHVOLATILITYDECILE;PMCS US Equity;0.00949019872338938;2000-02-29
HIGHVOLATILITYDECILE;MMGR US Equity;0.009498949478308559;2000-02-29
HIGHVOLATILITYDECILE;KEA US Equity;0.009531752674825644;2000-02-29
HIGHVOLATILITYDECILE;1581410D US Equity;0.00953914230461686;2000-02-29
HIGHVOLATILITYDECILE;QLGC US Equity;0.00956494659207656;2000-02-29
HIGHVOLATILITYDECILE;1918732D US Equity;0.00957904845474321;2000-02-29
HIGHVOLATILITYDECILE;SGGHU US Equity;0.009621085657673905;2000-02-29
HIGHVOLATILITYDECILE;BMC US Equity;0.009738724309749437;2000-02-29
HIGHVOLATILITYDECILE;AMCC US Equity;0.009773286958824042;2000-02-29
HIGHVOLATILITYDECILE;1519128D US Equity;0.00981072016530857;2000-02-29
HIGHVOLATILITYDECILE;1981718D US Equity;0.009820641838135302;2000-02-29
HIGHVOLATILITYDECILE;SFES US Equity;0.009846823800904835;2000-02-29
HIGHVOLATILITYDECILE;OCR US Equity;0.009908964322977257;2000-02-29
HIGHVOLATILITYDECILE;0838256D US Equity;0.009922420138231424;2000-02-29
HIGHVOLATILITYDECILE;OHP US Equity;0.009976489494937792;2000-02-29
HIGHVOLATILITYDECILE;IM US Equity;0.010018639261851375;2000-02-29
HIGHVOLATILITYDECILE;ANF US Equity;0.010018876711688255;2000-02-29
HIGHVOLATILITYDECILE;975273Q US Equity;0.010030227115289411;2000-02-29
HIGHVOLATILITYDECILE;55148Q US Equity;0.010057903147995442;2000-02-29
HIGHVOLATILITYDECILE;REVRQ US Equity;0.010119459227229661;2000-02-29
HIGHVOLATILITYDECILE;JDEC US Equity;0.010127823308789186;2000-02-29
HIGHVOLATILITYDECILE;1040983D US Equity;0.010139437561785375;2000-02-29
HIGHVOLATILITYDECILE;EXDSQ US Equity;0.010159507160565193;2000-02-29
HIGHVOLATILITYDECILE;RTHMQ US Equity;0.010173878927839221;2000-02-29
HIGHVOLATILITYDECILE;RTN/B US Equity;0.010185605846967628;2000-02-29
HIGHVOLATILITYDECILE;EA US Equity;0.01019200549211213;2000-02-29
HIGHVOLATILITYDECILE;STCN US Equity;0.01024643188289035;2000-02-29
HIGHVOLATILITYDECILE;CAR US Equity;0.010283347395819707;2000-02-29
HIGHVOLATILITYDECILE;VIGN US Equity;0.010313570341647236;2000-02-29
HIGHVOLATILITYDECILE;VTSS US Equity;0.010322231305087729;2000-02-29
HIGHVOLATILITYDECILE;VRSN US Equity;0.010376816517915404;2000-02-29
HIGHVOLATILITYDECILE;PSIXQ US Equity;0.01039369566517646;2000-02-29
HIGHVOLATILITYDECILE;QTRN US Equity;0.010426064973549401;2000-02-29
HIGHVOLATILITYDECILE;QCOM US Equity;0.010455288224328558;2000-02-29
HIGHVOLATILITYDECILE;EXTR US Equity;0.010469080431825305;2000-02-29
HIGHVOLATILITYDECILE;MWW US Equity;0.01048533276497929;2000-02-29
HIGHVOLATILITYDECILE;PTC US Equity;0.010519529105567105;2000-02-29
HIGHVOLATILITYDECILE;IKN US Equity;0.010544885325572297;2000-02-29
HIGHVOLATILITYDECILE;BEAS US Equity;0.010552153096108;2000-02-29
HIGHVOLATILITYDECILE;2482718Q US Equity;0.010627453658419895;2000-02-29
HIGHVOLATILITYDECILE;289416Q US Equity;0.010648256881916897;2000-02-29
HIGHVOLATILITYDECILE;DCLK US Equity;0.010663354697720857;2000-02-29
HIGHVOLATILITYDECILE;NOVL US Equity;0.010735162146321578;2000-02-29
HIGHVOLATILITYDECILE;AMZN US Equity;0.010767784066053467;2000-02-29
HIGHVOLATILITYDECILE;44639Q US Equity;0.010883329348616022;2000-02-29
HIGHVOLATILITYDECILE;SDLI US Equity;0.010900915579753142;2000-02-29
HIGHVOLATILITYDECILE;RNWK US Equity;0.0109101403448711;2000-02-29
HIGHVOLATILITYDECILE;1260972D US Equity;0.011014851094701643;2000-02-29
HIGHVOLATILITYDECILE;CYCL US Equity;0.01106103857861861;2000-02-29
HIGHVOLATILITYDECILE;GTLSQ US Equity;0.01110923384771781;2000-02-29
HIGHVOLATILITYDECILE;NTAP US Equity;0.011124061965906297;2000-02-29
HIGHVOLATILITYDECILE;INTU US Equity;0.011137528181417253;2000-02-29
HIGHVOLATILITYDECILE;IMNX US Equity;0.011260219420306037;2000-02-29
HIGHVOLATILITYDECILE;TMCS US Equity;0.011270588120348549;2000-02-29
HIGHVOLATILITYDECILE;MRCHQ US Equity;0.011362766942357027;2000-02-29
HIGHVOLATILITYDECILE;SAPE US Equity;0.01136833787882389;2000-02-29
HIGHVOLATILITYDECILE;CCLG US Equity;0.01139856342803787;2000-02-29
HIGHVOLATILITYDECILE;AVTA US Equity;0.01142716335381327;2000-02-29
HIGHVOLATILITYDECILE;CIEN US Equity;0.011599519985700626;2000-02-29
HIGHVOLATILITYDECILE;LDIG US Equity;0.011732962471644539;2000-02-29
HIGHVOLATILITYDECILE;1659225D US Equity;0.011748975041977281;2000-02-29
HIGHVOLATILITYDECILE;ETYSQ US Equity;0.011787698634306934;2000-02-29
HIGHVOLATILITYDECILE;CPTH US Equity;0.011924655151516843;2000-02-29
HIGHVOLATILITYDECILE;575887Q US Equity;0.011976768270611308;2000-02-29
HIGHVOLATILITYDECILE;MRBA US Equity;0.012055845755974114;2000-02-29
HIGHVOLATILITYDECILE;1518855D US Equity;0.012245125164355528;2000-02-29
HIGHVOLATILITYDECILE;0623818D US Equity;0.012268982126731175;2000-02-29
HIGHVOLATILITYDECILE;1939524D US Equity;0.012363069689200357;2000-02-29
HIGHVOLATILITYDECILE;CKFR US Equity;0.012478216652440526;2000-02-29
HIGHVOLATILITYDECILE;ITWO US Equity;0.012916811039205405;2000-02-29
HIGHVOLATILITYDECILE;96911Q US Equity;0.01297291559228263;2000-02-29
HIGHVOLATILITYDECILE;540513Q US Equity;0.013413332020241744;2000-02-29
HIGHVOLATILITYDECILE;RMBS US Equity;0.01374000374275881;2000-02-29
HIGHVOLATILITYDECILE;RADCQ US Equity;0.015037141557884215;2000-02-29
HIGHVOLATILITYDECILE;3550Q US Equity;0.015122607993466455;2000-02-29
HIGHVOLATILITYDECILE;208979Q US Equity;0.015612036790440459;2000-02-29
HIGHVOLATILITYDECILE;338846Q US Equity;0.009040435448880158;2000-03-31
HIGHVOLATILITYDECILE;BMC US Equity;0.009086201950590848;2000-03-31
HIGHVOLATILITYDECILE;WAT US Equity;0.00911412658151858;2000-03-31
HIGHVOLATILITYDECILE;SGGHU US Equity;0.009118053489561385;2000-03-31
HIGHVOLATILITYDECILE;RTN/B US Equity;0.009165710365877827;2000-03-31
HIGHVOLATILITYDECILE;1519128D US Equity;0.00918091927800999;2000-03-31
HIGHVOLATILITYDECILE;JDEC US Equity;0.009182579224968589;2000-03-31
HIGHVOLATILITYDECILE;NPNTQ US Equity;0.009183417254079755;2000-03-31
HIGHVOLATILITYDECILE;289416Q US Equity;0.009191412966946292;2000-03-31
HIGHVOLATILITYDECILE;FNVG US Equity;0.009193091705167834;2000-03-31
HIGHVOLATILITYDECILE;EBAY US Equity;0.00921899975281358;2000-03-31
HIGHVOLATILITYDECILE;1883851D US Equity;0.009256179769287744;2000-03-31
HIGHVOLATILITYDECILE;OCR US Equity;0.009256290937326418;2000-03-31
HIGHVOLATILITYDECILE;1579957D US Equity;0.009262547997495993;2000-03-31
HIGHVOLATILITYDECILE;1778808D US Equity;0.009283772041558325;2000-03-31
HIGHVOLATILITYDECILE;ADRX US Equity;0.009312734512857638;2000-03-31
HIGHVOLATILITYDECILE;CAR US Equity;0.00933987657542093;2000-03-31
HIGHVOLATILITYDECILE;BKNG US Equity;0.009364941701925027;2000-03-31
HIGHVOLATILITYDECILE;519239Q US Equity;0.009423158759895084;2000-03-31
HIGHVOLATILITYDECILE;QCOM US Equity;0.009445573040357381;2000-03-31
HIGHVOLATILITYDECILE;1981718D US Equity;0.009450233264938145;2000-03-31
HIGHVOLATILITYDECILE;ANF US Equity;0.009461094120481373;2000-03-31
HIGHVOLATILITYDECILE;EXDSQ US Equity;0.00947861774742457;2000-03-31
HIGHVOLATILITYDECILE;1581410D US Equity;0.009490293962423929;2000-03-31
HIGHVOLATILITYDECILE;AMZN US Equity;0.009510165693250866;2000-03-31
HIGHVOLATILITYDECILE;0838256D US Equity;0.00951236199619224;2000-03-31
HIGHVOLATILITYDECILE;IKN US Equity;0.009514159191500266;2000-03-31
HIGHVOLATILITYDECILE;CTXS US Equity;0.00951970161213318;2000-03-31
HIGHVOLATILITYDECILE;STCN US Equity;0.009539431833677779;2000-03-31
HIGHVOLATILITYDECILE;WSM US Equity;0.009554974682336619;2000-03-31
HIGHVOLATILITYDECILE;166783Q US Equity;0.009578438653648616;2000-03-31
HIGHVOLATILITYDECILE;REVRQ US Equity;0.009582541008632747;2000-03-31
HIGHVOLATILITYDECILE;AMCC US Equity;0.009681892849329526;2000-03-31
HIGHVOLATILITYDECILE;ICOS US Equity;0.009699054818462352;2000-03-31
HIGHVOLATILITYDECILE;IT US Equity;0.009700697576016267;2000-03-31
HIGHVOLATILITYDECILE;1918732D US Equity;0.009748355066033125;2000-03-31
HIGHVOLATILITYDECILE;CYCL US Equity;0.009790417651177137;2000-03-31
HIGHVOLATILITYDECILE;VTSS US Equity;0.00980854470355902;2000-03-31
HIGHVOLATILITYDECILE;GTLSQ US Equity;0.00981865986173666;2000-03-31
HIGHVOLATILITYDECILE;EA US Equity;0.009831380285893615;2000-03-31
HIGHVOLATILITYDECILE;2482718Q US Equity;0.009862332179369708;2000-03-31
HIGHVOLATILITYDECILE;RFMD US Equity;0.00996018730085291;2000-03-31
HIGHVOLATILITYDECILE;PMCS US Equity;0.00996965298345836;2000-03-31
HIGHVOLATILITYDECILE;ETS US Equity;0.009979551525728055;2000-03-31
HIGHVOLATILITYDECILE;1040983D US Equity;0.009999395429456421;2000-03-31
HIGHVOLATILITYDECILE;3286728Q US Equity;0.010030796843277678;2000-03-31
HIGHVOLATILITYDECILE;QLGC US Equity;0.010034696521318337;2000-03-31
HIGHVOLATILITYDECILE;LDIG US Equity;0.010038301361273712;2000-03-31
HIGHVOLATILITYDECILE;EXTR US Equity;0.010050170789012065;2000-03-31
HIGHVOLATILITYDECILE;SFES US Equity;0.010056008670516205;2000-03-31
HIGHVOLATILITYDECILE;1683351D US Equity;0.010113384170093878;2000-03-31
HIGHVOLATILITYDECILE;MWW US Equity;0.01013830989709708;2000-03-31
HIGHVOLATILITYDECILE;MMGR US Equity;0.010142053126678182;2000-03-31
HIGHVOLATILITYDECILE;PTC US Equity;0.010156563702712026;2000-03-31
HIGHVOLATILITYDECILE;BEAS US Equity;0.010214702251357743;2000-03-31
HIGHVOLATILITYDECILE;RTHMQ US Equity;0.010266682674628451;2000-03-31
HIGHVOLATILITYDECILE;PSIXQ US Equity;0.010332575354236418;2000-03-31
HIGHVOLATILITYDECILE;DCLK US Equity;0.010375712999773605;2000-03-31
HIGHVOLATILITYDECILE;NOVL US Equity;0.010383995194406708;2000-03-31
HIGHVOLATILITYDECILE;55148Q US Equity;0.010462482552123375;2000-03-31
HIGHVOLATILITYDECILE;ETYSQ US Equity;0.010477895352496658;2000-03-31
HIGHVOLATILITYDECILE;RNWK US Equity;0.010554375973340618;2000-03-31
HIGHVOLATILITYDECILE;44639Q US Equity;0.010613138625913792;2000-03-31
HIGHVOLATILITYDECILE;TMCS US Equity;0.01062625428720327;2000-03-31
HIGHVOLATILITYDECILE;VIGN US Equity;0.010626614060042094;2000-03-31
HIGHVOLATILITYDECILE;MRCHQ US Equity;0.010666916961414655;2000-03-31
HIGHVOLATILITYDECILE;SDLI US Equity;0.010754011772297067;2000-03-31
HIGHVOLATILITYDECILE;VRSN US Equity;0.010754512587309866;2000-03-31
HIGHVOLATILITYDECILE;1260972D US Equity;0.01075545316276334;2000-03-31
HIGHVOLATILITYDECILE;INTU US Equity;0.01076430720183242;2000-03-31
HIGHVOLATILITYDECILE;MRBA US Equity;0.010909307330581;2000-03-31
HIGHVOLATILITYDECILE;NTAP US Equity;0.011219329689636817;2000-03-31
HIGHVOLATILITYDECILE;CPTH US Equity;0.011229945421564627;2000-03-31
HIGHVOLATILITYDECILE;575887Q US Equity;0.011312002525985727;2000-03-31
HIGHVOLATILITYDECILE;2731112Q US Equity;0.011375423010214937;2000-03-31
HIGHVOLATILITYDECILE;1659225D US Equity;0.01138292879265752;2000-03-31
HIGHVOLATILITYDECILE;1518855D US Equity;0.011398099318197023;2000-03-31
HIGHVOLATILITYDECILE;CIEN US Equity;0.01142548176457575;2000-03-31
HIGHVOLATILITYDECILE;CCLG US Equity;0.01145635334500629;2000-03-31
HIGHVOLATILITYDECILE;0623818D US Equity;0.011492653491650743;2000-03-31
HIGHVOLATILITYDECILE;SAPE US Equity;0.011524093122628136;2000-03-31
HIGHVOLATILITYDECILE;IMNX US Equity;0.011569321894331547;2000-03-31
HIGHVOLATILITYDECILE;TDY US Equity;0.011801390217556005;2000-03-31
HIGHVOLATILITYDECILE;1939524D US Equity;0.011843551740570757;2000-03-31
HIGHVOLATILITYDECILE;AVTA US Equity;0.01186231981779256;2000-03-31
HIGHVOLATILITYDECILE;96911Q US Equity;0.01195088498967748;2000-03-31
HIGHVOLATILITYDECILE;1916672D US Equity;0.011972806587741157;2000-03-31
HIGHVOLATILITYDECILE;CKFR US Equity;0.012141253475395315;2000-03-31
HIGHVOLATILITYDECILE;RADCQ US Equity;0.012758079107928786;2000-03-31
HIGHVOLATILITYDECILE;ITWO US Equity;0.01283636247008193;2000-03-31
HIGHVOLATILITYDECILE;540513Q US Equity;0.012845958140407017;2000-03-31
HIGHVOLATILITYDECILE;SKLNQ US Equity;0.012886023879698998;2000-03-31
HIGHVOLATILITYDECILE;191307Q US Equity;0.013292690787253907;2000-03-31
HIGHVOLATILITYDECILE;208979Q US Equity;0.013730998526797303;2000-03-31
HIGHVOLATILITYDECILE;3550Q US Equity;0.013764913122617167;2000-03-31
HIGHVOLATILITYDECILE;RMBS US Equity;0.013965751984079513;2000-03-31
HIGHVOLATILITYDECILE;WSM US Equity;0.008841034719031077;2000-04-28
HIGHVOLATILITYDECILE;DVW US Equity;0.008904086091807142;2000-04-28
HIGHVOLATILITYDECILE;ALGXQ US Equity;0.008909765665985798;2000-04-28
HIGHVOLATILITYDECILE;GTLSQ US Equity;0.008936172955956858;2000-04-28
HIGHVOLATILITYDECILE;LQI US Equity;0.00895185225139275;2000-04-28
HIGHVOLATILITYDECILE;CYCL US Equity;0.008971862442149156;2000-04-28
HIGHVOLATILITYDECILE;3153670Q US Equity;0.008992401015107942;2000-04-28
HIGHVOLATILITYDECILE;1778808D US Equity;0.009040295728341901;2000-04-28
HIGHVOLATILITYDECILE;AMZN US Equity;0.009041712036512179;2000-04-28
HIGHVOLATILITYDECILE;BRCM US Equity;0.009090796201342647;2000-04-28
HIGHVOLATILITYDECILE;CXW US Equity;0.009115029337703551;2000-04-28
HIGHVOLATILITYDECILE;DISH US Equity;0.009151622783391832;2000-04-28
HIGHVOLATILITYDECILE;1519128D US Equity;0.00915408238793562;2000-04-28
HIGHVOLATILITYDECILE;166783Q US Equity;0.009232952147238325;2000-04-28
HIGHVOLATILITYDECILE;VIAV US Equity;0.009244518853367132;2000-04-28
HIGHVOLATILITYDECILE;NOVL US Equity;0.009271012316172094;2000-04-28
HIGHVOLATILITYDECILE;BRCD US Equity;0.009281460553826525;2000-04-28
HIGHVOLATILITYDECILE;QCOM US Equity;0.009295581152765369;2000-04-28
HIGHVOLATILITYDECILE;MFNXQ US Equity;0.009304044459182164;2000-04-28
HIGHVOLATILITYDECILE;EBAY US Equity;0.009311109685675287;2000-04-28
HIGHVOLATILITYDECILE;EA US Equity;0.009335850901871301;2000-04-28
HIGHVOLATILITYDECILE;0838256D US Equity;0.009350354131595217;2000-04-28
HIGHVOLATILITYDECILE;975273Q US Equity;0.009473801781530271;2000-04-28
HIGHVOLATILITYDECILE;3549162Q US Equity;0.009518698055339005;2000-04-28
HIGHVOLATILITYDECILE;SEBL US Equity;0.009520301117922948;2000-04-28
HIGHVOLATILITYDECILE;0536271D US Equity;0.009533612163262747;2000-04-28
HIGHVOLATILITYDECILE;1981718D US Equity;0.009549265836996888;2000-04-28
HIGHVOLATILITYDECILE;ELNK US Equity;0.00961832913877559;2000-04-28
HIGHVOLATILITYDECILE;BKNG US Equity;0.00961919495581724;2000-04-28
HIGHVOLATILITYDECILE;ICOS US Equity;0.009621855907766685;2000-04-28
HIGHVOLATILITYDECILE;1040983D US Equity;0.009703077667802994;2000-04-28
HIGHVOLATILITYDECILE;1683351D US Equity;0.009759954900625652;2000-04-28
HIGHVOLATILITYDECILE;0941825D US Equity;0.009825721774811154;2000-04-28
HIGHVOLATILITYDECILE;1280712D US Equity;0.00983665052707337;2000-04-28
HIGHVOLATILITYDECILE;ETS US Equity;0.009946940948440489;2000-04-28
HIGHVOLATILITYDECILE;575887Q US Equity;0.009985902416442824;2000-04-28
HIGHVOLATILITYDECILE;DCLK US Equity;0.010159711977833824;2000-04-28
HIGHVOLATILITYDECILE;2731112Q US Equity;0.010161956898769885;2000-04-28
HIGHVOLATILITYDECILE;PSIXQ US Equity;0.010188537457089477;2000-04-28
HIGHVOLATILITYDECILE;SDLI US Equity;0.010202141273292154;2000-04-28
HIGHVOLATILITYDECILE;NPNTQ US Equity;0.01026922576800066;2000-04-28
HIGHVOLATILITYDECILE;TMCS US Equity;0.010308253146410458;2000-04-28
HIGHVOLATILITYDECILE;EXTR US Equity;0.010324203420401482;2000-04-28
HIGHVOLATILITYDECILE;INTU US Equity;0.010331019820142805;2000-04-28
HIGHVOLATILITYDECILE;CTXS US Equity;0.01034072372010057;2000-04-28
HIGHVOLATILITYDECILE;1581410D US Equity;0.010373212952954944;2000-04-28
HIGHVOLATILITYDECILE;MRCHQ US Equity;0.010391245917801337;2000-04-28
HIGHVOLATILITYDECILE;SFES US Equity;0.010437829398842868;2000-04-28
HIGHVOLATILITYDECILE;MWW US Equity;0.010440521828031898;2000-04-28
HIGHVOLATILITYDECILE;RFMD US Equity;0.010451460200015892;2000-04-28
HIGHVOLATILITYDECILE;1918732D US Equity;0.010467669551333885;2000-04-28
HIGHVOLATILITYDECILE;LDIG US Equity;0.010470677305128358;2000-04-28
